id,listnum,category,item,group
S115,5,animals,snake,fakegroupA
S115,5,animals,wolf,fakegroupA
S115,5,animals,ocelot,fakegroupA
S115,9,animals,hedgehog,fakegroupA
S115,9,animals,echidna,fakegroupA
S115,9,animals,koala,fakegroupA
S115,9,animals,kangaroo,fakegroupA
S115,9,animals,fox,fakegroupA
S115,9,animals,bat,fakegroupA
S115,9,animals,lion,fakegroupA
S115,9,animals,tiger,fakegroupA
S115,9,animals,cheetah,fakegroupA
S115,9,animals,bear,fakegroupA
S115,9,animals,panda,fakegroupA
S115,9,animals,fox,fakegroupA
S115,9,animals,dog,fakegroupA
S115,9,animals,cat,fakegroupA
S115,9,animals,echidna,fakegroupA
S115,9,animals,whale,fakegroupA
S115,9,animals,shark,fakegroupA
S115,9,animals,fish,fakegroupA
S115,9,animals,raccoon,fakegroupA
S116,1,animals,bear,fakegroupA
S116,1,animals,cat,fakegroupA
S116,1,animals,dog,fakegroupA
S116,1,animals,horse,fakegroupA
S116,1,animals,sheep,fakegroupA
S116,1,animals,llama,fakegroupA
S116,1,animals,pig,fakegroupA
S116,1,animals,bison,fakegroupA
S116,1,animals,squirrel,fakegroupA
S116,1,animals,chipmunk,fakegroupA
S116,1,animals,rat,fakegroupA
S116,1,animals,mouse,fakegroupA
S116,1,animals,slowloris,fakegroupA
S116,1,animals,chimpanzee,fakegroupA
S116,1,animals,ape,fakegroupA
S116,1,animals,monkey,fakegroupA
S116,1,animals,panda,fakegroupA
S116,1,animals,deer,fakegroupA
S116,1,animals,turkey,fakegroupA
S116,1,animals,chicken,fakegroupA
S116,1,animals,bird,fakegroupA
S116,1,animals,eagle,fakegroupA
S116,1,animals,hawk,fakegroupA
S116,1,animals,walrus,fakegroupA
S116,1,animals,dolphin,fakegroupA
S116,1,animals,whale,fakegroupA
S116,1,animals,human,fakegroupA
S116,1,animals,lion,fakegroupA
S116,1,animals,cheetah,fakegroupA
S116,1,animals,elephant,fakegroupA
S116,1,animals,giraffe,fakegroupA
S116,1,animals,rhinocerous,fakegroupA
S116,5,animals,mouse,fakegroupA
S116,5,animals,rat,fakegroupA
S116,5,animals,squirrel,fakegroupA
S116,5,animals,bird,fakegroupA
S116,5,animals,eagle,fakegroupA
S116,5,animals,hawk,fakegroupA
S116,5,animals,meerkat,fakegroupA
S116,5,animals,slowloris,fakegroupA
S116,5,animals,panda,fakegroupA
S116,5,animals,deer,fakegroupA
S116,5,animals,turkey,fakegroupA
S116,5,animals,chicken,fakegroupA
S116,5,animals,pig,fakegroupA
S116,5,animals,bison,fakegroupA
S116,5,animals,cow,fakegroupA
S116,5,animals,horse,fakegroupA
S116,5,animals,zebra,fakegroupA
S116,5,animals,cheetah,fakegroupA
S116,5,animals,lion,fakegroupA
S116,5,animals,dolphin,fakegroupA
S116,5,animals,whale,fakegroupA
S116,5,animals,kangaroo,fakegroupA
S116,5,animals,llama,fakegroupA
S116,5,animals,alpaca,fakegroupA
S116,5,animals,elephant,fakegroupA
S116,5,animals,giraffe,fakegroupA
S116,5,animals,polarbear,fakegroupA
S116,5,animals,panther,fakegroupA
S116,5,animals,monkey,fakegroupA
S116,5,animals,chimpanzee,fakegroupA
S116,5,animals,ape,fakegroupA
S116,5,animals,human,fakegroupA
S116,5,animals,boar,fakegroupA
S116,5,animals,tasmaniandevil,fakegroupA
S116,5,animals,hyena,fakegroupA
S116,8,animals,bear,fakegroupA
S116,8,animals,llama,fakegroupA
S116,8,animals,alpaca,fakegroupA
S116,8,animals,polarbear,fakegroupA
S116,8,animals,dolphin,fakegroupA
S116,8,animals,whale,fakegroupA
S116,8,animals,mouse,fakegroupA
S116,8,animals,rat,fakegroupA
S116,8,animals,squirrel,fakegroupA
S116,8,animals,hedgehog,fakegroupA
S116,8,animals,meerkat,fakegroupA
S116,8,animals,slowloris,fakegroupA
S116,8,animals,elephant,fakegroupA
S116,8,animals,gerbil,fakegroupA
S116,8,animals,rabbit,fakegroupA
S116,8,animals,seal,fakegroupA
S116,8,animals,cheetah,fakegroupA
S116,8,animals,lion,fakegroupA
S116,8,animals,panther,fakegroupA
S116,8,animals,cat,fakegroupA
S116,8,animals,dog,fakegroupA
S116,8,animals,giraffe,fakegroupA
S116,8,animals,panda,fakegroupA
S116,8,animals,rhinocerous,fakegroupA
S116,8,animals,hippopotamus,fakegroupA
S116,8,animals,boar,fakegroupA
S116,8,animals,tasmaniandevil,fakegroupA
S116,8,animals,kangaroo,fakegroupA
S116,8,animals,hyena,fakegroupA
S116,8,animals,monkey,fakegroupA
S116,8,animals,ape,fakegroupA
S116,8,animals,chimpanzee,fakegroupA
S116,8,animals,human,fakegroupA
S116,8,animals,bird,fakegroupA
S116,8,animals,hawk,fakegroupA
S116,8,animals,eagle,fakegroupA
S116,8,animals,bat,fakegroupA
S116,8,animals,horse,fakegroupA
S116,8,animals,pig,fakegroupA
S116,8,animals,cow,fakegroupA
S116,8,animals,groundhog,fakegroupA
S117,0,animals,python,fakegroupA
S117,0,animals,cat,fakegroupA
S117,0,animals,dog,fakegroupA
S117,0,animals,mouse,fakegroupA
S117,0,animals,rat,fakegroupA
S117,0,animals,iguana,fakegroupA
S117,0,animals,gecko,fakegroupA
S117,0,animals,frog,fakegroupA
S117,0,animals,rat,fakegroupA
S117,0,animals,penguin,fakegroupA
S117,0,animals,zebra,fakegroupA
S117,0,animals,elephant,fakegroupA
S117,0,animals,lion,fakegroupA
S117,0,animals,tiger,fakegroupA
S117,0,animals,bear,fakegroupA
S117,0,animals,polarbear,fakegroupA
S117,0,animals,anteater,fakegroupA
S117,0,animals,ant,fakegroupA
S117,0,animals,beetle,fakegroupA
S117,0,animals,fly,fakegroupA
S117,0,animals,spider,fakegroupA
S117,0,animals,monkey,fakegroupA
S117,0,animals,gorilla,fakegroupA
S117,0,animals,dove,fakegroupA
S117,0,animals,swfakegroupAow,fakegroupA
S117,0,animals,sparrow,fakegroupA
S117,0,animals,bluejacket,fakegroupA
S117,0,animals,mockingbird,fakegroupA
S117,0,animals,hawk,fakegroupA
S117,0,animals,falcon,fakegroupA
S117,0,animals,baldeagle,fakegroupA
S117,0,animals,goldeneagle,fakegroupA
S117,0,animals,whale,fakegroupA
S117,0,animals,dolphin,fakegroupA
S117,0,animals,trout,fakegroupA
S117,0,animals,tuna,fakegroupA
S117,0,animals,salmon,fakegroupA
S117,0,animals,pig,fakegroupA
S117,0,animals,cow,fakegroupA
S117,0,animals,horse,fakegroupA
S117,0,animals,donkey,fakegroupA
S117,3,animals,cow,fakegroupA
S117,3,animals,dog,fakegroupA
S117,3,animals,cat,fakegroupA
S117,3,animals,mouse,fakegroupA
S117,3,animals,rat,fakegroupA
S117,3,animals,swfakegroupAow,fakegroupA
S117,3,animals,eagle,fakegroupA
S117,3,animals,falcon,fakegroupA
S117,3,animals,hawk,fakegroupA
S117,3,animals,tarantula,fakegroupA
S117,3,animals,blackwidow,fakegroupA
S117,3,animals,monkey,fakegroupA
S117,3,animals,gorilla,fakegroupA
S117,3,animals,zebra,fakegroupA
S117,3,animals,giraffe,fakegroupA
S117,3,animals,elephant,fakegroupA
S117,3,animals,lion,fakegroupA
S117,3,animals,tiger,fakegroupA
S117,3,animals,blackbear,fakegroupA
S117,3,animals,polarbear,fakegroupA
S117,3,animals,grizzlybear,fakegroupA
S117,3,animals,deer,fakegroupA
S117,3,animals,moose,fakegroupA
S117,3,animals,elk,fakegroupA
S117,3,animals,gazelle,fakegroupA
S117,3,animals,armadillo,fakegroupA
S117,3,animals,hyena,fakegroupA
S117,3,animals,wolf,fakegroupA
S117,3,animals,cougar,fakegroupA
S117,3,animals,cheetah,fakegroupA
S117,3,animals,whale,fakegroupA
S117,3,animals,shark,fakegroupA
S117,3,animals,tuna,fakegroupA
S117,3,animals,trout,fakegroupA
S117,3,animals,anteater,fakegroupA
S117,3,animals,ant,fakegroupA
S117,3,animals,beetle,fakegroupA
S117,3,animals,weesle,fakegroupA
S117,3,animals,ferret,fakegroupA
S117,3,animals,gerbil,fakegroupA
S117,3,animals,hamster,fakegroupA
S117,3,animals,bluejay,fakegroupA
S117,3,animals,robin,fakegroupA
S117,3,animals,dolphin,fakegroupA
S117,3,animals,lemur,fakegroupA
S117,3,animals,flamingo,fakegroupA
S117,7,animals,cat,fakegroupA
S117,7,animals,dog,fakegroupA
S117,7,animals,wolf,fakegroupA
S117,7,animals,zebra,fakegroupA
S117,7,animals,lion,fakegroupA
S117,7,animals,giraffe,fakegroupA
S117,7,animals,cheetah,fakegroupA
S117,7,animals,tiger,fakegroupA
S117,7,animals,hawk,fakegroupA
S117,7,animals,eagle,fakegroupA
S117,7,animals,iguana,fakegroupA
S117,7,animals,gecko,fakegroupA
S117,7,animals,spider,fakegroupA
S117,7,animals,beetle,fakegroupA
S117,7,animals,ant,fakegroupA
S117,7,animals,prayingmantis,fakegroupA
S117,7,animals,ocelot,fakegroupA
S117,7,animals,cougar,fakegroupA
S117,7,animals,cheetah,fakegroupA
S117,7,animals,elephant,fakegroupA
S117,7,animals,giraffe,fakegroupA
S117,7,animals,swfakegroupAow,fakegroupA
S117,7,animals,bluejay,fakegroupA
S117,7,animals,robin,fakegroupA
S117,7,animals,weesle,fakegroupA
S117,7,animals,mouse,fakegroupA
S117,7,animals,rat,fakegroupA
S117,7,animals,gerbil,fakegroupA
S117,7,animals,hamster,fakegroupA
S117,7,animals,ferret,fakegroupA
S117,7,animals,polarbear,fakegroupA
S117,7,animals,blackbear,fakegroupA
S117,7,animals,brownbear,fakegroupA
S117,7,animals,grizzlybear,fakegroupA
S117,7,animals,moose,fakegroupA
S117,7,animals,derr,fakegroupA
S117,7,animals,elk,fakegroupA
S117,7,animals,gazelle,fakegroupA
S117,7,animals,buffalo,fakegroupA
S117,7,animals,horse,fakegroupA
S117,7,animals,pig,fakegroupA
S117,7,animals,hyena,fakegroupA
S117,7,animals,dolphin,fakegroupA
S117,7,animals,whale,fakegroupA
S117,7,animals,shark,fakegroupA
S117,7,animals,grouper,fakegroupA
S117,7,animals,salmon,fakegroupA
S117,7,animals,trout,fakegroupA
S117,7,animals,cod,fakegroupA
S117,7,animals,salamander,fakegroupA
S117,7,animals,anteater,fakegroupA
S117,7,animals,falcon,fakegroupA
S118,3,animals,lion,fakegroupA
S118,3,animals,elephant,fakegroupA
S118,3,animals,dog,fakegroupA
S118,3,animals,cat,fakegroupA
S118,3,animals,ostrich,fakegroupA
S118,3,animals,penguin,fakegroupA
S118,3,animals,polarbear,fakegroupA
S118,3,animals,tiger,fakegroupA
S118,3,animals,fakegroupAigator,fakegroupA
S118,3,animals,crocodile,fakegroupA
S118,3,animals,shark,fakegroupA
S118,3,animals,rhino,fakegroupA
S118,3,animals,panther,fakegroupA
S118,3,animals,worm,fakegroupA
S118,3,animals,spider,fakegroupA
S118,3,animals,bee,fakegroupA
S118,3,animals,wasp,fakegroupA
S118,3,animals,ant,fakegroupA
S118,3,animals,beetle,fakegroupA
S118,3,animals,sugarglider,fakegroupA
S118,3,animals,monkey,fakegroupA
S118,3,animals,gopher,fakegroupA
S118,3,animals,squirrel,fakegroupA
S118,3,animals,chipmunk,fakegroupA
S118,3,animals,pig,fakegroupA
S118,3,animals,cow,fakegroupA
S118,3,animals,horse,fakegroupA
S118,3,animals,duck,fakegroupA
S118,3,animals,chicken,fakegroupA
S118,6,animals,cat,fakegroupA
S118,6,animals,dog,fakegroupA
S118,6,animals,horse,fakegroupA
S118,6,animals,cow,fakegroupA
S118,6,animals,donkey,fakegroupA
S118,6,animals,gopher,fakegroupA
S118,6,animals,spider,fakegroupA
S118,6,animals,ant,fakegroupA
S118,6,animals,elephant,fakegroupA
S118,6,animals,ostrich,fakegroupA
S118,6,animals,penguin,fakegroupA
S118,6,animals,polarbear,fakegroupA
S118,6,animals,brownbear,fakegroupA
S118,6,animals,grizzlybear,fakegroupA
S118,6,animals,butterfly,fakegroupA
S118,6,animals,beetle,fakegroupA
S118,6,animals,fly,fakegroupA
S118,6,animals,moth,fakegroupA
S118,6,animals,robin,fakegroupA
S118,6,animals,bluebird,fakegroupA
S118,6,animals,crow,fakegroupA
S118,6,animals,tiger,fakegroupA
S118,6,animals,lion,fakegroupA
S118,6,animals,squirrel,fakegroupA
S118,6,animals,pig,fakegroupA
S118,6,animals,chipmunk,fakegroupA
S118,6,animals,worm,fakegroupA
S118,6,animals,fish,fakegroupA
S118,6,animals,shark,fakegroupA
S118,6,animals,dolphin,fakegroupA
S118,6,animals,monkey,fakegroupA
S118,6,animals,gorilla,fakegroupA
S118,6,animals,turtle,fakegroupA
S118,8,animals,dog,fakegroupA
S118,8,animals,cat,fakegroupA
S118,8,animals,horse,fakegroupA
S118,8,animals,cow,fakegroupA
S118,8,animals,pig,fakegroupA
S118,8,animals,gopher,fakegroupA
S118,8,animals,spider,fakegroupA
S118,8,animals,ant,fakegroupA
S118,8,animals,beetle,fakegroupA
S118,8,animals,worm,fakegroupA
S118,8,animals,penguin,fakegroupA
S118,8,animals,elephant,fakegroupA
S118,8,animals,rhino,fakegroupA
S118,8,animals,tiger,fakegroupA
S118,8,animals,lion,fakegroupA
S118,8,animals,squirrel,fakegroupA
S118,8,animals,ostrich,fakegroupA
S118,8,animals,robin,fakegroupA
S118,8,animals,bluebird,fakegroupA
S118,8,animals,crow,fakegroupA
S118,8,animals,sparrow,fakegroupA
S118,8,animals,dolphin,fakegroupA
S118,8,animals,shark,fakegroupA
S118,8,animals,turtle,fakegroupA
S118,8,animals,frog,fakegroupA
S118,8,animals,fly,fakegroupA
S118,8,animals,cricket,fakegroupA
S118,8,animals,grasshopper,fakegroupA
S119,2,animals,dog,fakegroupA
S119,2,animals,cat,fakegroupA
S119,2,animals,fish,fakegroupA
S119,2,animals,spider,fakegroupA
S119,2,animals,lion,fakegroupA
S119,2,animals,rhino,fakegroupA
S119,2,animals,elephant,fakegroupA
S119,2,animals,tiger,fakegroupA
S119,2,animals,jaguar,fakegroupA
S119,2,animals,parrot,fakegroupA
S119,2,animals,penguin,fakegroupA
S119,2,animals,horse,fakegroupA
S119,2,animals,cow,fakegroupA
S119,2,animals,donkey,fakegroupA
S119,2,animals,emu,fakegroupA
S119,2,animals,skunk,fakegroupA
S119,2,animals,opossum,fakegroupA
S119,2,animals,squirrel,fakegroupA
S119,2,animals,frog,fakegroupA
S119,2,animals,snake,fakegroupA
S119,2,animals,shark,fakegroupA
S119,2,animals,whale,fakegroupA
S119,2,animals,lizard,fakegroupA
S119,2,animals,pig,fakegroupA
S119,2,animals,chicken,fakegroupA
S119,2,animals,duck,fakegroupA
S119,2,animals,turkey,fakegroupA
S119,2,animals,bear,fakegroupA
S119,2,animals,giraffe,fakegroupA
S119,2,animals,hippo,fakegroupA
S119,4,animals,dog,fakegroupA
S119,4,animals,cat,fakegroupA
S119,4,animals,parrot,fakegroupA
S119,4,animals,horse,fakegroupA
S119,4,animals,cow,fakegroupA
S119,4,animals,pig,fakegroupA
S119,4,animals,turkey,fakegroupA
S119,4,animals,chicken,fakegroupA
S119,4,animals,goose,fakegroupA
S119,4,animals,swan,fakegroupA
S119,4,animals,elephant,fakegroupA
S119,4,animals,lion,fakegroupA
S119,4,animals,tiger,fakegroupA
S119,4,animals,rhino,fakegroupA
S119,4,animals,hippo,fakegroupA
S119,4,animals,skunk,fakegroupA
S119,4,animals,opossum,fakegroupA
S119,4,animals,spider,fakegroupA
S119,4,animals,rat,fakegroupA
S119,4,animals,mouse,fakegroupA
S119,4,animals,snake,fakegroupA
S119,4,animals,lizard,fakegroupA
S119,4,animals,pig,fakegroupA
S119,4,animals,emu,fakegroupA
S119,4,animals,ant,fakegroupA
S119,4,animals,fly,fakegroupA
S119,4,animals,whale,fakegroupA
S119,4,animals,shark,fakegroupA
S119,4,animals,jaguar,fakegroupA
S119,6,animals,dog,fakegroupA
S119,6,animals,cat,fakegroupA
S119,6,animals,parrot,fakegroupA
S119,6,animals,fish,fakegroupA
S119,6,animals,shark,fakegroupA
S119,6,animals,whale,fakegroupA
S119,6,animals,dolphin,fakegroupA
S119,6,animals,lion,fakegroupA
S119,6,animals,tiger,fakegroupA
S119,6,animals,monkey,fakegroupA
S119,6,animals,gorilla,fakegroupA
S119,6,animals,emu,fakegroupA
S119,6,animals,penguin,fakegroupA
S119,6,animals,raven,fakegroupA
S119,6,animals,crow,fakegroupA
S119,6,animals,lion,fakegroupA
S119,6,animals,tiger,fakegroupA
S119,6,animals,elephant,fakegroupA
S119,6,animals,rhino,fakegroupA
S119,6,animals,meerkat,fakegroupA
S119,6,animals,snake,fakegroupA
S119,6,animals,lizard,fakegroupA
S119,6,animals,opossum,fakegroupA
S119,6,animals,bear,fakegroupA
S120,2,animals,dog,fakegroupA
S120,2,animals,cat,fakegroupA
S120,2,animals,hamster,fakegroupA
S120,2,animals,rabbit,fakegroupA
S120,2,animals,parrot,fakegroupA
S120,2,animals,bears,fakegroupA
S120,2,animals,dolphins,fakegroupA
S120,2,animals,hawk,fakegroupA
S120,2,animals,ostrich,fakegroupA
S120,2,animals,falcon,fakegroupA
S120,2,animals,salmon,fakegroupA
S120,2,animals,frog,fakegroupA
S120,2,animals,tadpole,fakegroupA
S120,2,animals,crocodile,fakegroupA
S120,2,animals,fakegroupAigator,fakegroupA
S120,2,animals,tiger,fakegroupA
S120,2,animals,lion,fakegroupA
S120,2,animals,pig,fakegroupA
S120,2,animals,cow,fakegroupA
S120,2,animals,sheep,fakegroupA
S120,2,animals,goat,fakegroupA
S120,2,animals,bull,fakegroupA
S120,2,animals,abex,fakegroupA
S120,2,animals,goat,fakegroupA
S120,2,animals,donkey,fakegroupA
S120,2,animals,goose,fakegroupA
S120,2,animals,chicken,fakegroupA
S120,2,animals,duck,fakegroupA
S120,2,animals,swan,fakegroupA
S120,2,animals,squirrel,fakegroupA
S120,2,animals,gerbil,fakegroupA
S120,2,animals,otter,fakegroupA
S120,2,animals,whale,fakegroupA
S120,2,animals,stingray,fakegroupA
S120,2,animals,blowfish,fakegroupA
S120,2,animals,penguin,fakegroupA
S120,2,animals,seal,fakegroupA
S120,2,animals,seagull,fakegroupA
S120,2,animals,rat,fakegroupA
S120,2,animals,mouse,fakegroupA
S120,2,animals,iguana,fakegroupA
S120,2,animals,snake,fakegroupA
S120,5,animals,bear,fakegroupA
S120,5,animals,cat,fakegroupA
S120,5,animals,dog,fakegroupA
S120,5,animals,falcon,fakegroupA
S120,5,animals,parrot,fakegroupA
S120,5,animals,hawk,fakegroupA
S120,5,animals,ostrich,fakegroupA
S120,5,animals,penguin,fakegroupA
S120,5,animals,seal,fakegroupA
S120,5,animals,otter,fakegroupA
S120,5,animals,whale,fakegroupA
S120,5,animals,dolphin,fakegroupA
S120,5,animals,shark,fakegroupA
S120,5,animals,stingray,fakegroupA
S120,5,animals,clownfish,fakegroupA
S120,5,animals,frog,fakegroupA
S120,5,animals,toad,fakegroupA
S120,5,animals,fakegroupAigator,fakegroupA
S120,5,animals,crocodile,fakegroupA
S120,5,animals,mouse,fakegroupA
S120,5,animals,rat,fakegroupA
S120,5,animals,hamster,fakegroupA
S120,5,animals,gerbil,fakegroupA
S120,5,animals,rabbit,fakegroupA
S120,5,animals,chameleon,fakegroupA
S120,5,animals,snake,fakegroupA
S120,5,animals,ferret,fakegroupA
S120,5,animals,chinchilla,fakegroupA
S120,5,animals,pig,fakegroupA
S120,5,animals,cow,fakegroupA
S120,5,animals,horse,fakegroupA
S120,5,animals,donkey,fakegroupA
S120,5,animals,sheep,fakegroupA
S120,5,animals,goat,fakegroupA
S120,5,animals,abex,fakegroupA
S120,5,animals,bull,fakegroupA
S120,5,animals,kangaroo,fakegroupA
S120,5,animals,koala,fakegroupA
S120,5,animals,gazelle,fakegroupA
S120,5,animals,zebra,fakegroupA
S120,5,animals,tiger,fakegroupA
S120,5,animals,panda,fakegroupA
S120,5,animals,salmon,fakegroupA
S120,7,animals,dog,fakegroupA
S120,7,animals,cat,fakegroupA
S120,7,animals,rabbit,fakegroupA
S120,7,animals,hamster,fakegroupA
S120,7,animals,gerbil,fakegroupA
S120,7,animals,rat,fakegroupA
S120,7,animals,mouse,fakegroupA
S120,7,animals,chinchilla,fakegroupA
S120,7,animals,hamster,fakegroupA
S120,7,animals,snake,fakegroupA
S120,7,animals,iguana,fakegroupA
S120,7,animals,parrot,fakegroupA
S120,7,animals,seagull,fakegroupA
S120,7,animals,penguin,fakegroupA
S120,7,animals,falcon,fakegroupA
S120,7,animals,hawk,fakegroupA
S120,7,animals,eagle,fakegroupA
S120,7,animals,dolphin,fakegroupA
S120,7,animals,shark,fakegroupA
S120,7,animals,stingray,fakegroupA
S120,7,animals,orca,fakegroupA
S120,7,animals,otter,fakegroupA
S120,7,animals,eel,fakegroupA
S120,7,animals,monkey,fakegroupA
S120,7,animals,cow,fakegroupA
S120,7,animals,giraffe,fakegroupA
S120,7,animals,zebra,fakegroupA
S120,7,animals,panda,fakegroupA
S120,7,animals,tiger,fakegroupA
S120,7,animals,lion,fakegroupA
S120,7,animals,gazelle,fakegroupA
S120,7,animals,horse,fakegroupA
S120,7,animals,panther,fakegroupA
S120,7,animals,peacock,fakegroupA
S120,7,animals,koala,fakegroupA
S120,7,animals,kangaroo,fakegroupA
